id	direction	compartment	gpr	name	enzyme	deltag	reference	equation	definition	ms id	bigg id	kegg id	kegg pathways	metacyc pathways
rxn01116_c0	=	Cytosol_0	gene_892	D-Ribulose-5-phosphate 3-epimerase_c0		0		(1)  cpd00171[c0] <=> (1)  cpd00198[c0]	(1)  D-Ribulose5-phosphate_c0[c0] <=> (1)  D-Xylulose5-phosphate_c0[c0]	rxn01116	RPE	R01529	Pentose phosphate pathway|Pentose and glucuronate interconversions|Carbon fixation in photosynthetic organisms	Autotrophic-CO2-Fixation|Biosynthesis|C1-COMPOUNDS|CALVIN-PWY|CARBO-BIOSYNTHESIS|CO2-Fixation|Carbohydrates-Biosynthesis|Carbohydrates-Degradation|D-Arabinose-Degradation|DARABCAT-PWY|Degradation|Energy-Metabolism|Fermentation|Formaldehyde-Assimilation|NONOXIPENT-PWY|P122-PWY|P124-PWY|P185-PWY|P21-PWY|PENTOSE-P-PWY|PHOTOALL-PWY|Pentose-Phosphate-Cycle|Photosynthesis|RIBITOLUTIL-PWY|SECONDARY-METABOLITE-DEGRADATION|SUGAR-ALCOHOLS-DEG|Sugar-Derivatives|Sugars-And-Polysaccharides|Xylose-Degradation
rxn01870_c0	=	Cytosol_0	gene_1355	D-Fructose 1-phosphate D-glyceraldehyde-3-phosphate-lyase_c0		4.31		(1)  cpd00802[c0] <=> (1)  cpd00095[c0] + (1)  cpd00448[c0]	(1)  D-fructose-1-phosphate_c0[c0] <=> (1)  Glycerone-phosphate_c0[c0] + (1)  D-Glyceraldehyde_c0[c0]	rxn01870	FBA2	R02568	Fructose and mannose metabolism	Carbohydrates-Degradation|Degradation|PWY66-373|SUCROSE-DEG|Sugars-And-Polysaccharides
rxn01106_c0	=	Cytosol_0	(gene_1475 or gene_412)	2-Phospho-D-glycerate 2,3-phosphomutase_c0		0		(1)  cpd00482[c0] <=> (1)  cpd00169[c0]	(1)  2-Phospho-D-glycerate_c0[c0] <=> (1)  3-Phosphoglycerate_c0[c0]	rxn01106	GPM1_2	R01518	Glycolysis / Gluconeogenesis|Glycine, serine and threonine metabolism|Methane metabolism	ANAEROFRUCAT-PWY|ANAGLYCOLYSIS-PWY|Biosynthesis|C1-COMPOUNDS|CARBO-BIOSYNTHESIS|CARBOXYLATES-DEG|Carbohydrates-Biosynthesis|Carbohydrates-Degradation|Degradation|Energy-Metabolism|Fermentation|Formaldehyde-Assimilation|GLUCONEO-PWY|GLYCOLYSIS|GLYCOLYSIS-E-D|GLYCOLYSIS-TCA-GLYOX-BYPASS|GLYCOLYSIS-VARIANTS|Gluconeogenesis|P122-PWY|P124-PWY|P341-PWY|P441-PWY|P461-PWY|SECONDARY-METABOLITE-DEGRADATION|SUCROSE-DEG|SUGAR-ALCOHOLS-DEG|Sugar-Derivatives|Sugars-And-Polysaccharides|TCA-VARIANTS|Xylose-Degradation
rxn08173_c0	=	Cytosol_0	((gene_2834 and gene_2935 and gene_2371) or gene_593 or gene_3631 or gene_490)	F(1)-ATPase_c0		-6.82		(1)  cpd00008[c0] + (1)  cpd00009[c0] + (4)  cpd00067[e0] <=> (1)  cpd00001[c0] + (1)  cpd00002[c0] + (3)  cpd00067[c0]	(1)  ADP_c0[c0] + (1)  Phosphate_c0[c0] + (4)  H+_e0[e0] <=> (1)  H2O_c0[c0] + (1)  ATP_c0[c0] + (3)  H+_c0[c0]	rxn08173	ATPS4rpp			
rxn00543_c0	=	Cytosol_0	gene_1112	ethanol:NAD+ oxidoreductase_c0		5.78		(1)  cpd00003[c0] + (1)  cpd00363[c0] <=> (1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd00071[c0]	(1)  NAD_c0[c0] + (1)  Ethanol_c0[c0] <=> (1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  Acetaldehyde_c0[c0]	rxn00543	ADH1	R00754	Glycolysis / Gluconeogenesis	Alcohol-Degradation|Biosynthesis|CARBOXYLATES-DEG|Carbohydrates-Biosynthesis|Carbohydrates-Degradation|Degradation|ETOH-ACETYLCOA-ANA-PWY|Energy-Metabolism|Ethanol-Degradation|FERMENTATION-PWY|Fermentation|Other-Degradation|P122-PWY|P161-PWY|P441-PWY|P461-PWY|PWY66-21|Pyruvate-Degradation|SECONDARY-METABOLITE-DEGRADATION|SUCROSE-DEG|SUGAR-ALCOHOLS-DEG|Sugar-Derivatives|Sugars-And-Polysaccharides
rxn05602_c0	=	Cytosol_0	gene_491	L-lactate reversible transport via proton symport_c0		0		(1)  cpd00067[e0] + (1)  cpd00159[e0] <=> (1)  cpd00067[c0] + (1)  cpd00159[c0]	(1)  H+_e0[e0] + (1)  L-Lactate_e0[e0] <=> (1)  H+_c0[c0] + (1)  L-Lactate_c0[c0]	rxn05602	L-LACt2			
rxn01476_c0	>	Cytosol_0	gene_1779	6-Phospho-D-glucono-1,5-lactone lactonohydrolase_c0		-5.48		(1)  cpd00001[c0] + (1)  cpd00911[c0] => (1)  cpd00067[c0] + (1)  cpd00284[c0]	(1)  H2O_c0[c0] + (1)  6-phospho-D-glucono-1-5-lactone_c0[c0] => (1)  H+_c0[c0] + (1)  6-Phospho-D-gluconate_c0[c0]	rxn01476	PGL	R02035	Pentose phosphate pathway	C1-COMPOUNDS|Carbohydrates-Degradation|Degradation|Energy-Metabolism|Fermentation|Formaldehyde-Oxidation|GLYCOLYSIS-E-D|OXIDATIVEPENT-PWY|P122-PWY|PENTOSE-P-PWY|Pentose-Phosphate-Cycle|RUMP-PWY|Sugars-And-Polysaccharides|Xylose-Degradation
rxn01333_c0	=	Cytosol_0	(gene_2541 or gene_136)	sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase_c0		-1.75		(1)  cpd00102[c0] + (1)  cpd00238[c0] <=> (1)  cpd00072[c0] + (1)  cpd00236[c0]	(1)  Glyceraldehyde3-phosphate_c0[c0] + (1)  Sedoheptulose7-phosphate_c0[c0] <=> (1)  D-fructose-6-phosphate_c0[c0] + (1)  D-Erythrose4-phosphate_c0[c0]	rxn01333		R01827	Pentose phosphate pathway	C1-COMPOUNDS|Carbohydrates-Degradation|Degradation|Energy-Metabolism|Fermentation|Formaldehyde-Assimilation|NONOXIPENT-PWY|P124-PWY|P185-PWY|PENTOSE-P-PWY|Pentose-Phosphate-Cycle|Sugars-And-Polysaccharides|Xylose-Degradation
rxn00799_c0	=	Cytosol_0	gene_525	(S)-malate hydro-lyase (fumarate-forming)_c0		0.61		(1)  cpd00130[c0] <=> (1)  cpd00001[c0] + (1)  cpd00106[c0]	(1)  L-Malate_c0[c0] <=> (1)  H2O_c0[c0] + (1)  Fumarate_c0[c0]	rxn00799	FUM	R01082	Citrate cycle (TCA cycle)|Carbon fixation pathways in prokaryotes	ANAEROBIC-RESPIRATION|ANARESP1-PWY|Amino-Acid-Degradation|Autotrophic-CO2-Fixation|Biosynthesis|C1-COMPOUNDS|CO2-Fixation|Degradation|Energy-Metabolism|FERMENTATION-PWY|Fermentation|GLUTAMATE-DEG|GLYCOLYSIS-TCA-GLYOX-BYPASS|GLYCOLYSIS-VARIANTS|P105-PWY|P108-PWY|P23-PWY|P42-PWY|Pyruvate-Degradation|REDCITCYC|Reductive-TCA-Cycles|Respiration|TCA|TCA-GLYOX-BYPASS|TCA-VARIANTS
rxn00011_c0	<	Cytosol_0	((gene_2048 and gene_1570) or (gene_3239 and gene_1897))	pyruvate:thiamin diphosphate acetaldehydetransferase (decarboxylating)_c0		-6.87		(1)  cpd00011[c0] + (1)  cpd03049[c0] <= (1)  cpd00020[c0] + (1)  cpd00056[c0] + (1)  cpd00067[c0]	(1)  CO2_c0[c0] + (1)  2-Hydroxyethyl-ThPP_c0[c0] <= (1)  Pyruvate_c0[c0] + (1)  TPP_c0[c0] + (1)  H+_c0[c0]	rxn00011		R00014	Glycolysis / Gluconeogenesis|Citrate cycle (TCA cycle)|Valine, leucine and isoleucine biosynthesis|Pyruvate metabolism|Butanoate metabolism	
rxn05528_c0	>	Cytosol_0	gene_3189	Copper-transporting ATPase_c0		-6.82		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd00058[c0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00058[e0] + (1)  cpd00067[c0]	(1)  H2O_c0[c0] + (1)  ATP_c0[c0] + (1)  Cu2+_c0[c0] => (1)  ADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  Cu2+_e0[e0] + (1)  H+_c0[c0]	rxn05528	Cut1			
rxn08975_c0	>	Cytosol_0	gene_365	dihydronicotinamide adenine dinucleotide-coenzyme Q reductase_c0		-17.44		(1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd15560[c0] => (1)  cpd00003[c0] + (1)  cpd15561[c0]	(1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  Ubiquinone-8_c0[c0] => (1)  NAD_c0[c0] + (1)  Ubiquinol-8_c0[c0]	rxn08975	NADH12			AEROBIC-RESPIRATION|Biosynthesis|Cofactor-Biosynthesis|Degradation|Electron-Transfer|Energy-Metabolism|NAD-Metabolism|Noncarbon-Nutrients|PWY0-1334|PWY0-1335|Respiration
rxn00459_c0	=	Cytosol_0	gene_1258	2-phospho-D-glycerate hydro-lyase (phosphoenolpyruvate-forming)_c0		-0.87		(1)  cpd00482[c0] <=> (1)  cpd00001[c0] + (1)  cpd00061[c0]	(1)  2-Phospho-D-glycerate_c0[c0] <=> (1)  H2O_c0[c0] + (1)  Phosphoenolpyruvate_c0[c0]	rxn00459	ENO	R00658	Glycolysis / Gluconeogenesis|Methane metabolism	ANAEROBIC-RESPIRATION|ANAEROFRUCAT-PWY|ANAGLYCOLYSIS-PWY|ANARESP1-PWY|Biosynthesis|C1-COMPOUNDS|CARBO-BIOSYNTHESIS|CARBOXYLATES-DEG|Carbohydrates-Biosynthesis|Carbohydrates-Degradation|Degradation|Energy-Metabolism|Fermentation|Formaldehyde-Assimilation|GLUCONEO-PWY|GLYCOLYSIS|GLYCOLYSIS-E-D|GLYCOLYSIS-TCA-GLYOX-BYPASS|GLYCOLYSIS-VARIANTS|Gluconeogenesis|NPGLUCAT-PWY|P122-PWY|P124-PWY|P341-PWY|P441-PWY|P461-PWY|Respiration|SECONDARY-METABOLITE-DEGRADATION|SUCROSE-DEG|SUGAR-ALCOHOLS-DEG|Sugar-Derivatives|Sugars-And-Polysaccharides|TCA-VARIANTS|Xylose-Degradation
rxn00770_c0	=	Cytosol_0	(gene_1977 or gene_1927)	ATP:D-ribose-5-phosphate diphosphotransferase_c0		-14.03		(1)  cpd00002[c0] + (1)  cpd00101[c0] <=> (1)  cpd00018[c0] + (1)  cpd00067[c0] + (1)  cpd00103[c0]	(1)  ATP_c0[c0] + (1)  ribose-5-phosphate_c0[c0] <=> (1)  AMP_c0[c0] + (1)  H+_c0[c0] + (1)  PRPP_c0[c0]	rxn00770		R01049	Pentose phosphate pathway|Purine metabolism	Biosynthesis|Cell-Structure-Biosynthesis|Cell-Wall-Biosynthesis|Other-biosynthesis|PRPP-Biosynthesis|PRPP-PWY|PWY0-662
rxn05209_c0	=	Cytosol_0	(gene_910 or gene_47 or gene_47 or gene_2891 or gene_3595 or gene_2299 or gene_2113 or gene_2778 or gene_3899 or gene_1187 or gene_2026)	TRANS-RXNBWI-115525.ce.maizeexp.NA+_c0		0		(1)  cpd00067[c0] + (1)  cpd00971[e0] <=> (1)  cpd00067[e0] + (1)  cpd00971[c0]	(1)  H+_c0[c0] + (1)  Na+_e0[e0] <=> (1)  H+_e0[e0] + (1)  Na+_c0[c0]	rxn05209	NAt3			
rxn00175_c0	>	Cytosol_0	gene_1316	Acetate:CoA ligase (AMP-forming)_c0		-20.01		(1)  cpd00002[c0] + (1)  cpd00010[c0] + (1)  cpd00029[c0] => (1)  cpd00012[c0] + (1)  cpd00018[c0] + (1)  cpd00022[c0] + (1)  cpd00067[c0]	(1)  ATP_c0[c0] + (1)  CoA_c0[c0] + (1)  Acetate_c0[c0] => (1)  PPi_c0[c0] + (1)  AMP_c0[c0] + (1)  Acetyl-CoA_c0[c0] + (1)  H+_c0[c0]	rxn00175	ACS	R00235	Glycolysis / Gluconeogenesis|Methane metabolism|Carbon fixation pathways in prokaryotes	ACETATEUTIL-PWY|Alcohol-Degradation|Amino-Acid-Degradation|CARBOXYLATES-DEG|Degradation|Ethanol-Degradation|GLUDEG-II-PWY|GLUTAMATE-DEG|PWY0-1313|PWY66-161|PWY66-162|PWY66-21|SECONDARY-METABOLITE-DEGRADATION|TERPENOID-DEG
rxn09003_c0	>	Cytosol_0	gene_3874	Nitrate reductase (Menaquinol-8) (periplasm)_c0		-181.73		(2)  cpd00067[c0] + (1)  cpd00209[c0] + (1)  cpd15499[c0] => (1)  cpd00001[c0] + (2)  cpd00067[e0] + (1)  cpd00075[c0] + (1)  cpd15500[c0]	(2)  H+_c0[c0] + (1)  Nitrate_c0[c0] + (1)  Menaquinol 8_c0[c0] => (1)  H2O_c0[c0] + (2)  H+_e0[e0] + (1)  Nitrite_c0[c0] + (1)  Menaquinone 8_c0[c0]	rxn09003	NO3R2pp			
rxn09001_c0	>	Cytosol_0	gene_3874	Nitrate reductase (Ubiquinol-8) (periplasm)_c0		-17.28		(2)  cpd00067[c0] + (1)  cpd00209[c0] + (1)  cpd15561[c0] => (1)  cpd00001[c0] + (2)  cpd00067[e0] + (1)  cpd00075[c0] + (1)  cpd15560[c0]	(2)  H+_c0[c0] + (1)  Nitrate_c0[c0] + (1)  Ubiquinol-8_c0[c0] => (1)  H2O_c0[c0] + (2)  H+_e0[e0] + (1)  Nitrite_c0[c0] + (1)  Ubiquinone-8_c0[c0]	rxn09001	NO3R1pp			
rxn01387_c0	=	Cytosol_0	gene_3915	Isocitrate:NADP+ oxidoreductase_c0		6.22		(1)  cpd00006[c0] + (1)  cpd00260[c0] <=> (1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd03187[c0]	(1)  NADP_c0[c0] + (1)  Isocitrate_c0[c0] <=> (1)  NADPH_c0[c0] + (1)  H+_c0[c0] + (1)  Oxalosuccinate_c0[c0]	rxn01387	IDP2_1	R01899	Citrate cycle (TCA cycle)	
rxn01115_c0	>	Cytosol_0	(gene_2033 or gene_2033)	6-phospho-D-gluconate:NADP+ 2-oxidoreductase (decarboxylating)_c0		0.67		(1)  cpd00006[c0] + (1)  cpd00284[c0] => (1)  cpd00005[c0] + (1)  cpd00011[c0] + (1)  cpd00171[c0]	(1)  NADP_c0[c0] + (1)  6-Phospho-D-gluconate_c0[c0] => (1)  NADPH_c0[c0] + (1)  CO2_c0[c0] + (1)  D-Ribulose5-phosphate_c0[c0]	rxn01115	GND	R01528	Pentose phosphate pathway|Glutathione metabolism	Carbohydrates-Degradation|Degradation|Energy-Metabolism|Fermentation|OXIDATIVEPENT-PWY|P122-PWY|PENTOSE-P-PWY|Pentose-Phosphate-Cycle|Sugars-And-Polysaccharides|Xylose-Degradation
rxn00161_c0	>	Cytosol_0	gene_1169	(S)-Malate:NADP+ oxidoreductase(oxaloacetate-decarboxylating)_c0		1.32		(1)  cpd00006[c0] + (1)  cpd00130[c0] => (1)  cpd00005[c0] + (1)  cpd00011[c0] + (1)  cpd00020[c0]	(1)  NADP_c0[c0] + (1)  L-Malate_c0[c0] => (1)  NADPH_c0[c0] + (1)  CO2_c0[c0] + (1)  Pyruvate_c0[c0]	rxn00161	ME2	R00216	Pyruvate metabolism|Carbon fixation in photosynthetic organisms	Biosynthesis|CARBO-BIOSYNTHESIS|Carbohydrates-Biosynthesis|Energy-Metabolism|GLUCONEO-PWY|Gluconeogenesis|Photosynthesis
rxn00371_c0	>	Cytosol_0	gene_3140	Formate:NAD+ oxidoreductase_c0		-3.09		(1)  cpd00003[c0] + (1)  cpd00047[c0] => (1)  cpd00004[c0] + (1)  cpd00011[c0]	(1)  NAD_c0[c0] + (1)  Formate_c0[c0] => (1)  NADH_c0[c0] + (1)  CO2_c0[c0]	rxn00371	FDH	R00519	Glyoxylate and dicarboxylate metabolism|Methane metabolism	C1-COMPOUNDS|CARBOXYLATES-DEG|CHEMOAUTOTROPHIC-ENERGY-METABOLISM|Degradation|Energy-Metabolism|NUCLEO-DEG|Oxalate-Degradation|P164-PWY|Purine-Degradation
rxn08655_c0	>	Cytosol_0	(gene_221 and gene_733 and gene_2073)	Glycolate oxidase_c0		-9.76		(1)  cpd00139[c0] + (1)  cpd15560[c0] => (1)  cpd00040[c0] + (1)  cpd15561[c0]	(1)  Glycolate_c0[c0] + (1)  Ubiquinone-8_c0[c0] => (1)  Glyoxalate_c0[c0] + (1)  Ubiquinol-8_c0[c0]	rxn08655	GLYCTO2			
rxn09272_c0	>	Cytosol_0	(gene_1246 or gene_968 or gene_2593)	fumarate reductase complex (i.e. FRD, involved in anaerobic respiration, repressed in aerobic respiration)_c0		-2.44		(1)  cpd00036[c0] + (1)  cpd15560[c0] => (1)  cpd00106[c0] + (1)  cpd15561[c0]	(1)  Succinate_c0[c0] + (1)  Ubiquinone-8_c0[c0] => (1)  Fumarate_c0[c0] + (1)  Ubiquinol-8_c0[c0]	rxn09272	SUCD7			AEROBIC-RESPIRATION|Electron-Transfer|Energy-Metabolism|GLYCOLYSIS-TCA-GLYOX-BYPASS|GLYCOLYSIS-VARIANTS|PWY0-1329|PWY0-1353|Respiration|TCA|TCA-GLYOX-BYPASS|TCA-VARIANTS
rxn00083_c0	>	Cytosol_0	(gene_3782 or (gene_1082 or gene_3289) or (gene_3289 or gene_1082))	NADPH:NAD+ oxidoreductase_c0		0		(1)  cpd00003[c0] + (1)  cpd00005[c0] => (1)  cpd00004[c0] + (1)  cpd00006[c0]	(1)  NAD_c0[c0] + (1)  NADPH_c0[c0] => (1)  NADH_c0[c0] + (1)  NADP_c0[c0]	rxn00083	NADTRHD	R00112	Nicotinate and nicotinamide metabolism	Biosynthesis|Cofactor-Biosynthesis|NAD-Metabolism
rxn00782_c0	<	Cytosol_0	gene_3210	D-glyceraldehyde-3-phosphate:NADP+ oxidoreductase (phosphorylating)_c0		-9.89		(1)  cpd00006[c0] + (1)  cpd00009[c0] + (1)  cpd00102[c0] <= (1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd00203[c0]	(1)  NADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  Glyceraldehyde3-phosphate_c0[c0] <= (1)  NADPH_c0[c0] + (1)  H+_c0[c0] + (1)  1,3-Bisphospho-D-glycerate_c0[c0]	rxn00782	GAPD(nadp)	R01063	Glycolysis / Gluconeogenesis|Carbon fixation in photosynthetic organisms	Autotrophic-CO2-Fixation|Biosynthesis|C1-COMPOUNDS|CALVIN-PWY|CARBO-BIOSYNTHESIS|CO2-Fixation|Carbohydrates-Biosynthesis|Degradation|Energy-Metabolism|PHOTOALL-PWY|Photosynthesis
rxn00785_c0	=	Cytosol_0	gene_1502	D-Fructose 6-phosphate:D-glyceraldehyde-3-phosphate glycolaldehyde transferase_c0		1.75		(1)  cpd00072[c0] + (1)  cpd00102[c0] <=> (1)  cpd00198[c0] + (1)  cpd00236[c0]	(1)  D-fructose-6-phosphate_c0[c0] + (1)  Glyceraldehyde3-phosphate_c0[c0] <=> (1)  D-Xylulose5-phosphate_c0[c0] + (1)  D-Erythrose4-phosphate_c0[c0]	rxn00785	TKT2	R01067	Carbon fixation in photosynthetic organisms	
rxn00216_c0	=	Cytosol_0	(gene_3820 or gene_4119)	ATP:D-glucose 6-phosphotransferase_c0		-14.03		(1)  cpd00002[c0] + (1)  cpd00027[c0] <=> (1)  cpd00008[c0] + (1)  cpd00067[c0] + (1)  cpd00079[c0]	(1)  ATP_c0[c0] + (1)  D-Glucose_c0[c0] <=> (1)  ADP_c0[c0] + (1)  H+_c0[c0] + (1)  D-glucose-6-phosphate_c0[c0]	rxn00216	GLK1_1	R00299	Streptomycin biosynthesis|Butirosin and neomycin biosynthesis	
rxn00558_c0	=	Cytosol_0	(gene_136 or gene_3308 or gene_2018)	D-glucose-6-phosphate aldose-ketose-isomerase_c0		-0.89		(1)  cpd00079[c0] <=> (1)  cpd00072[c0]	(1)  D-glucose-6-phosphate_c0[c0] <=> (1)  D-fructose-6-phosphate_c0[c0]	rxn00558	PGI	R00771		
rxn00077_c0	=	Cytosol_0	(gene_3901 or gene_1381)	ATP:NAD+ 2'-phosphotransferase_c0		-14.03		(1)  cpd00002[c0] + (1)  cpd00003[c0] <=> (1)  cpd00006[c0] + (1)  cpd00008[c0] + (1)  cpd00067[c0]	(1)  ATP_c0[c0] + (1)  NAD_c0[c0] <=> (1)  NADP_c0[c0] + (1)  ADP_c0[c0] + (1)  H+_c0[c0]	rxn00077	NADK	R00104	Nicotinate and nicotinamide metabolism	Biosynthesis|Cofactor-Biosynthesis|NAD-Metabolism|NADPHOS-DEPHOS-PWY
rxn01388_c0	=	Cytosol_0	gene_3589	isocitrate hydro-lyase (cis-aconitate-forming)_c0		0.05		(1)  cpd00260[c0] <=> (1)  cpd00001[c0] + (1)  cpd00331[c0]	(1)  Isocitrate_c0[c0] <=> (1)  H2O_c0[c0] + (1)  cis-Aconitate_c0[c0]	rxn01388	ACONTb	R01900	Citrate cycle (TCA cycle)|Glyoxylate and dicarboxylate metabolism|Carbon fixation pathways in prokaryotes	
rxn01200_c0	=	Cytosol_0	gene_1502	Sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glycolaldehyde transferase_c0		-2.08		(1)  cpd00102[c0] + (1)  cpd00238[c0] <=> (1)  cpd00101[c0] + (1)  cpd00198[c0]	(1)  Glyceraldehyde3-phosphate_c0[c0] + (1)  Sedoheptulose7-phosphate_c0[c0] <=> (1)  ribose-5-phosphate_c0[c0] + (1)  D-Xylulose5-phosphate_c0[c0]	rxn01200		R01641	Pentose phosphate pathway|Carbon fixation in photosynthetic organisms	Autotrophic-CO2-Fixation|Biosynthesis|C1-COMPOUNDS|CALVIN-PWY|CARBO-BIOSYNTHESIS|CO2-Fixation|Carbohydrates-Biosynthesis|Carbohydrates-Degradation|Degradation|Energy-Metabolism|Fermentation|Formaldehyde-Assimilation|NONOXIPENT-PWY|P124-PWY|P185-PWY|P21-PWY|PENTOSE-P-PWY|PHOTOALL-PWY|Pentose-Phosphate-Cycle|Photosynthesis|Sugars-And-Polysaccharides|Xylose-Degradation
rxn01241_c0	=	Cytosol_0	(gene_3431 or gene_3431)	Dihydrolipoamide:NAD+ oxidoreductase_c0		1.55		(1)  cpd00003[c0] + (1)  cpd00449[c0] <=> (1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd00213[c0]	(1)  NAD_c0[c0] + (1)  Dihydrolipoamide_c0[c0] <=> (1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  Lipoamide_c0[c0]	rxn01241	PDHc	R01698		
rxn00763_c0	=	Cytosol_0	gene_1112	Glycerol:NAD+ oxidoreductase_c0		5.22		(1)  cpd00003[c0] + (1)  cpd00100[c0] <=> (1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd00448[c0]	(1)  NAD_c0[c0] + (1)  Glycerol_c0[c0] <=> (1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  D-Glyceraldehyde_c0[c0]	rxn00763	ALCD19	R01036	Glycerolipid metabolism	Biosynthesis|Cell-Structure-Biosynthesis
rxn08656_c0	>	Cytosol_0	(gene_733 and gene_2073 and gene_221)	Glycolate oxidase_c0		154.69		(1)  cpd00139[c0] + (1)  cpd15500[c0] => (1)  cpd00040[c0] + (1)  cpd15499[c0]	(1)  Glycolate_c0[c0] + (1)  Menaquinone 8_c0[c0] => (1)  Glyoxalate_c0[c0] + (1)  Menaquinol 8_c0[c0]	rxn08656	GLYCTO3			
rxn00122_c0	>	Cytosol_0	gene_2236	ATP:FMN adenylyltransferase_c0	2.7.7.2	1.07		(1)  cpd00002[c0] + (1)  cpd00050[c0] => (1)  cpd00012[c0] + (1)  cpd00015[c0]	(1)  ATP_c0[c0] + (1)  FMN_c0[c0] => (1)  PPi_c0[c0] + (1)  FAD_c0[c0]	rxn00122	FAD1	R00161	Riboflavin metabolism	Biosynthesis|Cofactor-Biosynthesis|Flavin-Biosynthesis|PWY66-366|RIBOSYN2-PWY|Vitamin-Biosynthesis
rxn05468_c0	>	Cytosol_0	Unknown	TRANS-RXNAVI-26568.ce_c0		0		(1)  cpd00007[e0] => (1)  cpd00007[c0]	(1)  O2_e0[e0] => (1)  O2_c0[c0]	rxn05468	O2t			
rxn00974_c0	=	Cytosol_0	gene_3589	citrate hydro-lyase (cis-aconitate-forming)_c0		1.47		(1)  cpd00137[c0] <=> (1)  cpd00001[c0] + (1)  cpd00331[c0]	(1)  Citrate_c0[c0] <=> (1)  H2O_c0[c0] + (1)  cis-Aconitate_c0[c0]	rxn00974	ACONTa	R01325	Citrate cycle (TCA cycle)|Glyoxylate and dicarboxylate metabolism|Carbon fixation pathways in prokaryotes	ANAEROBIC-RESPIRATION|ANARESP1-PWY|Amino-Acid-Biosynthesis|Autotrophic-CO2-Fixation|Biosynthesis|C1-COMPOUNDS|CO2-Fixation|Carbohydrates-Biosynthesis|Degradation|Energy-Metabolism|FERMENTATION-PWY|Fermentation|GLUTAMINE-SYN|GLYCOLYSIS-TCA-GLYOX-BYPASS|GLYCOLYSIS-VARIANTS|GLYOXYLATE-BYPASS|IND-AMINO-ACID-SYN|P105-PWY|P23-PWY|REDCITCYC|Reductive-TCA-Cycles|Respiration|TCA|TCA-GLYOX-BYPASS|TCA-VARIANTS
rxn00256_c0	<	Cytosol_0	gene_2991	acetyl-CoA:oxaloacetate C-acetyltransferase (thioester-hydrolysing)_c0	2.3.3.3|4.1.3.7	8.93		(1)  cpd00010[c0] + (1)  cpd00067[c0] + (1)  cpd00137[c0] <= (1)  cpd00001[c0] + (1)  cpd00022[c0] + (1)  cpd00032[c0]	(1)  CoA_c0[c0] + (1)  H+_c0[c0] + (1)  Citrate_c0[c0] <= (1)  H2O_c0[c0] + (1)  Acetyl-CoA_c0[c0] + (1)  Oxaloacetate_c0[c0]	rxn00256	CIT2	R00351	Citrate cycle (TCA cycle)|Glyoxylate and dicarboxylate metabolism	ANAEROBIC-RESPIRATION|ANARESP1-PWY|Amino-Acid-Biosynthesis|Biosynthesis|Carbohydrates-Biosynthesis|Energy-Metabolism|FERMENTATION-PWY|Fermentation|GLUTAMINE-SYN|GLYCOLYSIS-TCA-GLYOX-BYPASS|GLYCOLYSIS-VARIANTS|GLYOXYLATE-BYPASS|IND-AMINO-ACID-SYN|P105-PWY|REDCITCYC|Respiration|TCA|TCA-GLYOX-BYPASS|TCA-VARIANTS
rxn05937_c0	>	Cytosol_0	gene_506	Ferredoxin:NADP+ oxidoreductase_c0		14.8		(1)  cpd00006[c0] + (1)  cpd00067[c0] + (1)  cpd11620[c0] => (1)  cpd00005[c0] + (1)  cpd11621[c0]	(1)  NADP_c0[c0] + (1)  H+_c0[c0] + (1)  Reducedferredoxin_c0[c0] => (1)  NADPH_c0[c0] + (1)  Oxidizedferredoxin_c0[c0]	rxn05937	FRDO			
rxn01343_c0	>	Cytosol_0	gene_553	ATP:Sedoheptulose 7-phosphate 1-phosphotransferase_c0		-14.03		(1)  cpd00002[c0] + (1)  cpd00238[c0] => (1)  cpd00008[c0] + (1)  cpd00067[c0] + (1)  cpd00349[c0]	(1)  ATP_c0[c0] + (1)  Sedoheptulose7-phosphate_c0[c0] => (1)  ADP_c0[c0] + (1)  H+_c0[c0] + (1)  Sedoheptulose 1,7-bisphosphate_c0[c0]	rxn01343	PFK1_3	R01843		Energy-Metabolism|PWY0-1517
